	Unnamed: 0	Unnamed: 0.1	review_text	label
7438	3230	3230	"
Купил себе этот телефон ради камеры, в магазине качество было отличное, так же поверил отзывам. Но увы..
+ отличный дисплей с яркими и насыщенными цветами, автономность работы позволяет юзать до 2х дней если поставить в эконом режим. 
- постоянные глюки, мало оперативной памяти, которая не позволяет играть нормально в игры и открывать много окон. Самая большая проблема это память. Забивается очень быстро, ставил 3 карты памяти, работали по недели. Сейчас вообще не работает, показывает что есть SD-карта, но ничего сохранить на нее нельзя, хотя в другом телефоне работает. Пришлось сбросить все настройки как результат потеря всех данных, карты все равно не работают. Выбрасывает из приложений, иногда плохо работает тач. У камеры проблемы с фокусировкой, если снимать из статичного положение качество хорошее но только при просмотре на телефоне. Если смотреть с другого устройства либо компьютера заметно теряется детализация и качество. Звук в наушниках на 3+ из 5. Иногда скидывает настройки приложений, особенно этот телефон не любит вайбер.
 
Достоинства: Хороший дисплей, автономность работы, отличные вспышки.
 
Недостатки: Камера, глюки, недостаток ОЗУ, проблемы с картами памяти, скользкий носить только в чехле.
"	0
1407	553	553	"
Распаковка: https://youtu.be/kAXbRWXMRhw
"	1
674	637	637	"
Есть интересная функция записи мелодии при прослушивании радио. Эту мелодию можно устанавливать на звонки. Ребенку очень понравилось. Нет игр...вообще- для этих целей вполне подходит планшет.
 
Достоинства: все перечисленное ранее
 
Недостатки: нет за такую цену
"	1
890	36	36	"
Телефон себя оправдывает. Бабушка довольна всем, Брали только из за громких динамиков, но экран маловат.
 
Достоинства: Все отлично
 
Недостатки: Слишком консервативный дизайн. Уныло.
"	1
184	147	147	"
Установил в сим1, не работает. Установил в сим2, работает. Установил две симки, работают.
 
Достоинства: Маленький, лёгкий, хорошая цена
 
Недостатки: При вспышке, фотография засвечивается
"	1
3618	2764	2764	"
Телефон нормальний но э у нему мінуси сенцор 1 батарея 2 і після того як прийшов з вулиці коли стоїш на морозі то наченає тупити
"	0
5	1	1	"
Отличный телефон. Поддерживает 2 симки + можно поставить карту памяти (только для такого тапика она точно не нужна:)) Минусов за такую цену нет. Советую!
 
Достоинства: Громкий
 
Недостатки: Нет
"	1
6676	2468	2468	"
Неплохой телефон для вашей мамы, но не без изъянов!
 
Недостатки: Через 3 месяца после использования полетела материнская плата. Благо по гарантии сделали. Китай он и в Африке - китай!
"	0
9638	5430	5430	"
Не понимаю, почему никто об этом не пишет?! В этом смартфоне ужасно тихий звук! Если кто то будет звонить, можно будет услышать, только если телефон будет лежать под ухом! В первую очередь это телефон и его должно быть слышно!
 
Достоинства: шустрый, камера вроде не плохая, дизайн
 
Недостатки: Ужасно тихие динамики для такой фирмы и такой цены.
"	0
884	30	30	"
Покупался бабушке на замену старого кирпича.Отличный телефон для разговоров!
"	1
4191	3337	3337	"
виключається сам по собі
 
Недостатки: батарея,сенсор
"	0
1816	962	962	"
Такое.
 
Достоинства: Дизайн
 
Недостатки: Интернет
"	0
13	13	13	"
обычная звонилка, не жалко потерять или сломать)
 
Достоинства: дёшево
"	1
12581	825	825	"
Худший телефон из всех, чем доводилось пользоваться. Крайне неудачная модель. 
Батарею я заряжаю 2-3 раза в день до полного, телефом можно сказать живет на зарядке. 
Желтые полосы, на китайцах такое часто
Меня не слышит никто, только на громкой связи
Обновления прошивки похоже придется ждать долго, сони явно забудет про этот телефон очень быстро
Сервис отдельная история. я бы уже поменял этот телефон с доплатой на более дорогие сони, с этой моделью похоже все плохо. По хорошему Сони для сохранения репутации нужно отозвать их обратно и компенсировать владельцам потраченные средства, как это с машинами бывает
 
Достоинства: Большой экран
 
Недостатки: Батарея, полоски экрана, динамик, сервис
"	0
961	107	107	"
Зарядка на 3-4 дня,кнопки за 2 года подтерлись,после больше чем 20+- падений ничего не сломалось.Меня устраивает.Качество соответствует и брэнду и цене.
 
Достоинства: Достойный телефон,чтобы не переживать за обычно треснувший экран смартфона.
 
Недостатки: тихий звук динамика,но с громкой связью не критично.
"	1
4125	3271	3271	"
Помогите решить проблему.
Пару недель мобильный интернет присутствовал, потом пропал. При попытке получить автоматически настройки от оператор связи, не увенчались успехом, по рекомендации оператора пытался настроить в ручную и тут самое интересное: При сохранении точки доступа телефон пишет - этот пользователь не имеет права изменять точку доступа!!!!!! интересно а какой пользователь еще есть? что делать? помогите.
 
Достоинства: Цена
 
Недостатки: Батарея очень слабая, программное обеспечение
"	0
12591	835	835	"
никому не советую этот телефон. Ужасно тупит, для просмотра одного фото нужно ждать много времени пока прогрузится. Качество фото с камеры очень плохое, все фото даже в идеальных условиях размыты или с рябью, что уж говорить про плохое освещение, и это на максимально возможном разрешении для фото.. При попытке снять видео после 10 минут запись оборвалась из-за перегрева (во всяком случае так было сказано в ошибке). Сканер отпечатков пальцев срабатывает плохо, а если руки не дай Бог влажные, тогда не срабатывает вовсе. Из последнего заметил что после полугодичного использования громкость звонка (громкость динамиков) заметно снилизалсь при максимальных настройках.. Буду искать или ремонт или как можно продать это ""счастье""
 
Недостатки: корпус слабый, слазит краска с пластика
"	0
3093	2239	2239	"
представник компанії може прокоментувати? WiFi регулярно відключається. Геолокація увімкнена в налаштуваннях але не працює.
 
Достоинства: зовнішній вигляд, швидкість
 
Недостатки: регулярно відключається WiFi і не працює геолокація взагалі
"	0
168	131	131	"
Хороший бюджетный телефон. Пользуемся 2 месяца, все хорошо, все работает.
 
Достоинства: Дизайн, громкий динамик и звонок
 
Недостатки: нет
"	1
6112	1904	1904	"
Через пол года стал тупить, то в кармане сам может разблокироваться и нажимать что то, то на зарядке (оригинальной) начинает дико лагать и нажимать сам что попало, и зарядка уже держит не как в первые дни по 2-3 дня, а всего день в режиме почти ожидания. Если бы не такие тупняки то был бы на 5 баллов.
"	0
178	141	141	"
Розетка, як завжди, на високому рівні. Щодо телефону - чудовий. Купили одразу два для дітей. Задоволені на всі 100%. Побачимо як він себе далі покаже.
 
Достоинства: Не дорогий, для дзвінків те що треба
 
Недостатки: Не виявлені.
"	1
1202	348	348	"
Телефон шустрий, при вставленій micro SD, все з плей маркета ставиться зразу на неі. Гарний зовнішній вигляд, в комлекті ще була гарнітура. Як дешева звонилка маст хев.
 
Достоинства: Екран, камера, ціна, батарея
 
Недостатки: за таку ціну немае
"	1
892	38	38	"
Якісний, зручний, функціональний телеяон
"	1
684	647	647	"
Покупался в качестве простой звонилки для работы. Меня в этом плане устраивает. Пользоваться удобно, без труда помещается в карман, простой, звонит громко и не стремный внешне. СМС, ММС поддерживает, телефонная книга вместительная, слот под карту памяти есть. Батарея не самая мощная, но в комплекте идет запасная, поэтому суммарно хорошо получается. Разъем под наушники стандартный, и чтобы музыку послушать, если кому нужно, и чтобы гарнитуру подключить. Кстати, проигрывает неплохо, слушать можно. Рекомендую как второй телефон или просто телефон, если не нужен смарт.
"	1
389	352	352	"
Взял для мамы. В принципе какая цена такой и телефон, лучшего я не ждал. Все работает нормально, не разобрался до конца с кнопкой SOS, нажимаешь кнопку а как сбросить не знаю, всех родственников поднял на уши. Помогло отключение телефона. Меня мама слышит отлично а вот я ее слышу как из бочки. Еще самопроизвольно выскакивает сообщение: отправка текстового сообщения и не сбрасывается не одной кнопкой, потом само пропадает, может не разобрался с настройками. На белом телефоне плохо видны цифры. Маме нравится и ладно.
 
Достоинства: Цена, простота пользования.
 
Недостатки: Собеседника слышно как из бочки.
"	1
11049	1089	1089	"
Посмотрев видеообзоры и начитавшись отзывов, купила данный планшет. С виду планшет выглядит достойно, хороший чехол, наушники с микрофоном. Качество видео нормальное, звук отличный, общение в скайпе и viber через наушники вполне приличное. Android 5.01 шустрый. На этом все плюсы и заканчиваются. А теперь о плохом.. Основная камера 5 мрх хуже фронтальной, отсутствует цветопередача красного цвета (настроек нет), шумы страшные; периодические зависания при просмотре видео, закачке, установке приложений. За месяц использования было раз 5, причём 5-10мин нужно ждать чтобы отключить, а потом мин через 5 только включается. Но самый большой прикол - это то, что ровно через месяц эксплуатации начал отставать экран от корпуса. С планшетом обращались очень бережно, перегрева не было, Clean Master показывал температуру не больше 41С. После праздников буду нести в сервис.
 
Достоинства: Хороший звук, комплектация
 
Недостатки: Плохая основная камера, качество сборки
"	0
1352	498	498	"
Телефоном доволен на все 100. Все, что заявлено, работает без вопросов. Никаких глюков и висяков. Устойчивая, качественная связь, собеседника слышно чисто и хорошо. Кнопки лишены проблемы самонажимания, можно запросто носить в кармане. Батарея живет несколько дней. Ничего лишнего. 2 симки. Словом, хорош как телефон + бонусы в виде нетонучести.
 
Достоинства: 1. Цена 
2. Качество материалов 
3. Нетонучесть
4. Батарея
5. Простота
 
Недостатки: Звук немного глуховат
"	1
12174	418	418	"
Телефон достаточно, дорогой, а этих денег не стоит
 
Достоинства: Камера действительно хорошая, долго держит заряд, потясающее качество звука
 
Недостатки: Перегревается, на морозе работает через раз. Камера перестала работать через два месяца
"	0
1022	168	168	"
Пользуюсь неделю. Все прекрасно.
 
Достоинства: Все, что нужно от телефона, в нем есть. Аппарат для работы!
 
Недостатки: Нет в комплекте гарнитуры.
"	1
1335	481	481	"
Телефон очень хороший. В использовании 11 месяцев. Динамики супер! Все удобно и доступно, инструкция почти не нужна. При длительных разговорах, использовании fm-радио и прочих функций, хватает на 2-а дня, при малом использовании дня на 4-5. Корпус очень качественный, телефон неубиваемый, воды, грязи, пыли не боится. Работает с двумя сим-картами. Телефон удобно лежит в руке, ход клавиш идеальный. Функций хватает. Они не вызывают ни нареканий, ни восторгов... просто работают так, как должны работать. Фонарик для такого класса телефона хотелось бы помощнее, но есть и на том спасибо.
 
Достоинства: Хорошая функциональность, эргономика, длительное время работы от батареи, привлекательный дизайн, отличное качество связи, не тонет.
 
Недостатки: Фонарик слабоват.
"	1
35	35	35	"
Как для кнопочного этот идеален,оперативка,встроенная память,интернет,bluetooth.И у него очень красивый окрас.
 
Достоинства: Как для кнопочного этот идеален,оперативка,встроенная память,интернет,bluetooth.
"	1
4126	3272	3272	"
Не берите !
 
Достоинства: большой, красивый , камера процесор телефон летает но
 
Недостатки: экран живет периодически своей жизнью, батарея садится очень быстро, у меня на старом нтс 1300 в 3 раза на дольше хватает
"	0
887	33	33	"
Хорошая звонилка
 
Достоинства: Хороший телефон
 
Недостатки: Немного кривая прошивка (если сравнивать со старыми нокиями на старых версиях series 30)
"	1
12803	1047	1047	"
Телефон гарний лиш з вигляду, за місяць користування пожалів що купив. Камера так собі, на телефоні видно царапини, і він дуже крихкий до ударів тобто розсипається. Якщо чесно то ціна якість не відповідає, за ці гроші можна купити набагато кращий апарат но не Samsung. Ще раз переконався що Samsung це лиш реклама
 
Достоинства: Нема
"	0
160	123	123	"
#мояраспаковка Классный телефон! Очень приятно лежит в руке, долго держит аккумулятор, очень легкий и красивый! Динамик громкий, общаться одно удовольствие! Вставил MicroSD на 8 Гб (хотя можно 16!) и записал много музыки. Через Bluetooth подключаюсь к аудиосистеме и прослушиваю на ней музыку прямо из этого телефона! Очень удобно!
 
Достоинства: Цена-качество, поддержка MicroSD, Радио, Bluetootch, поддержка множествва форматов музыкальных файлов и т.д.
 
Недостатки: Нет
"	1
261	224	224	"
Не рекомендую,выброшенные деньги.Какая цена-такое качество.
 
Достоинства: нет
 
Недостатки: ужасный динамик,плохо держит заряд
"	0
1445	591	591	"
Пользуюсь этим телефоном 9 месяцев, все отлично. Единственное, что огорчает - нет возможности сбросить звук вызова(приходиться или сбрасывать вызов,или слушать звонок, или брать трубку).
Так же по какой то причине с телефоном не работает гарнитура Еrgo vm 530 - звук в наушниках есть, микрофон не работает. Отчего это может быть? Гарнитура заведомо исправна и проверена на других телефонах.
 
Достоинства: Надежный, громкий, долго держит заряд
 
Недостатки: нет возможности сбросить звук вызова
"	1
181	144	144	"
купила Viaan V181 Black для себя, легкий компактный не дорогой на две сим карты .
 
Достоинства: Не дорогой с двумя сим
 
Недостатки: нет
"	1
1209	355	355	"
Телефоном абсолютно довольна, в эксплуатации уже полтора месяца, проблем не было вообще, аккумулятора без подзарядки хватает на дня 3-4, хотя активно пользуюсь им в плане разговоров. Прием везде отличный. Собран прекрасно, все подогнано. Сразу докупила карту памяти, так как в таких телефонах обычно своей памяти можно сказать, что нет. С картой работает хорошо, не тормозит. Из зарядки телефон не вываливается, все контакты находят друг друга, поэтому зарядка идет без каких-либо проблем.
"	1
580	543	543	"
Отлично ловит сеть. Батарея железобетонная. При разряженной в ноль батарее работает более суток в режиме совершения звонков. Минимум настроек и максимум удобства. Нет ни искажений голоса или чего-то нехорошего. Качество звука и слышимости отличное. Есть SOS-сообщения, отправляющиеся нажатием на кнопку. Хорошо выглядит после тысяч падений. За эти деньги - просто супер!!!!
 
Достоинства: Простой надежный телефон, заряд держит относительно долго. Фонарик хоть и небольшой, но работает и частенько выручает. Можно звонить, можно писать смс, есть будильник. Простое и логичное меню. Не тормозит при наборе. СОС-функция хорошая. Качественная сборка.
 
Недостатки: Нет.
"	1
742	705	705	"
Нормальная практичная звонилка. Работает отлично.
 
Достоинства: Батарея в режиме редких коротких разговоров продержала дней 10.
Фонарик.
 
Недостатки: Не хватает возможности нажимать ввод на большую кнопочку со стрелками. Но это дело привычки.
"	1
13404	1648	1648	"
даже при покупке второго телефона или временного на замену - это чудо брать не стоит
нечего и говорить о том, что бы покупать его как основной телефон
 
Достоинства: встроенная программа записи телефонных разговоров (если вставить карту памяти)
зарядка микро юсб
не жалко разбить или выкинуть, но выкинуть появляется желание часто
 
Недостатки: отсутствие вибро
одна встроенная мелодия и та печалька
встроенной памяти не хватает даже для переноса контактов с другого телефона
громкость динамика в купе с отсутствием вибро практически гарантирует кучу пропущенных звонков
сборка просто ужасна
"	0
273	236	236	"
раджу однозначно для людей які замучені смаофонами)
 
Достоинства: хороший голосистий телефон)
 
Недостатки: не вистачає кнопки гучності збоку)
"	1
607	570	570	"
#мояраспаковка
Телефон получил Новой Почтой за три дня.Брал для возможности долгого пребывания на связи в долгом пребывании вне ""цивилизации"". С момента получения 21 апреля он заряжен примерно на 75%, жду когда разрядится. Карту памяти пробовал на 1 и 8 гигабайт, всё работает, только музыку загружайте в папку ""My Music"".Громкая связь в нём есть, и она действительно ГРОМКАЯ, настолько что можно на минимум ставить. В комплекте только зарядка. Телефоном доволен, Розетке большое спасибо!
 
Достоинства: Батарея, фм-приемник, две сим, фонарик, динамик большой и громкий, миниджек разьем, ЦЕНА!
 
Недостатки: Нет вибровызова, камера такого качества что лучше бы её не ставили
"	1
3726	2872	2872	"
Мой здох! Куда за ремонтом обращаться?
 
Достоинства: было цена
 
Недостатки: перезагружается.... не работает
"	0
13570	1814	1814	"
купили в январе 2 телефона- мужу и мне. у мужа черный, у меня золотой. через месяц использования мой начал тормозить, появляется значек заполненности памяти, хотя ничего особо не закачивала - 3 программы по 50 МБ, периодически пропадают все контакты, и даже после перезагрузки телефона не появляются... потом, чудным образом, снова все на месте. периодически пропадает 2 симкарта... у мужа такой же телефон, но у него все в порядке.никаких проблем....
 
Достоинства: красивый,легкий,удобный
 
Недостатки: часто виснет, появляется значек заполненности памяти, хотя закачек не было
"	0
306	269	269	"
Крайне не рекомендую данный телефон, экран потух через 3 месяца пользования. Телефон работает, но самой подсветки нет. кое как уже 3 на солнечном свете пытаюсь прочитать смс или посмотреть пропущенные звонки.
Были еще неудобства с менюшкой, но это мелочи которые можно пережить, по сравнению с качеством данного телефона.
А ведь приобретался он для человека с ограниченными возможностями....нечего сказать. повезу на ремонт по гарантии- будет видно что дальше делать. ( а человек, инвалид, в то время останется без связи с миром...вот так вот)
Если нужен хороший, надежный телефон- то вам в другую сторону.
"	0
13087	1331	1331	"
MediaTek P10 в 2017 году... Да лучше найти HTC 10 LifeStyle, еще и дешевле получится
 
Достоинства: С учетом цены, не обнаружено
 
Недостатки: Слабое ""железо"", маркий корпус
"	0
2344	1490	1490	"
Impression торговая марка крайне низкого качества. Довольно быстро Ваш телефон выйдет из строя, гарантийная мастерская на пару с производителем будет кормить вас обещаниями месяцами, телефон никто не заменит, не спишет и деньги не вернет.
"	0
523	486	486	"
Купили тёще на ДР, ей очень понравился. Большие кнопки, отличный экран, быстрый набор и любимые номера. Снятие с блокировки удобное. Проговаривание нажатий попросила убрать, как и вообще любые лишние звуки. Ну это на любителя) Короче отличный мобильный-звонилка.
"	1
2670	1816	1816	"
1. Самое главное, греется до высокой температуры, при самой легкой нагрузке, когда сидишь в приложении Kate Mobile, пишешь сообщения и он там нагревается ужас.
2. Разблокировка сама по себе и в кармане и в чехле
3. Чехлов нет, шили на заказ.
4. Плохая, очень плохая камера, не 8, а с 3 с натяжкой, фронтальная вроде норм
5. Плохая вспышка
6. лагает немного, в играх и не только 
7. Появилась рябь на экране, после первой недели использования, отправили в СЦ, пробыл у них два месяца, рябь пропала, но грется не перестал, хотя указывали две поломки
8. Сенсор не всегда реагирует на касания, а иногда реагирует через чур часто, вместо одного, 2-4 касания делает
9. Мультитач не совсем корректный
10. Батарея держит 4-7 часов, при минимальной нагрузке, при самой маленькой яркости, из заявленных 2400 мАч, там наверное 1000 мАч.
Вроде все, решайте. Я не советую никому, несмотря на подарки и приемлемую цену, приобретете только головную боль.
 
Достоинства: красивый, андроид 5.1
 
Недостатки: много, читаем отзыв
"	0
560	523	523	"
Для его цены - товар - потрясяющий! Большинство телефонов для пожилых людей стоят в разы дороже с теми же функциями. Телефон удобный, простой и нет необходимости переплачивать за что-то еще. Это моноблок - ничего не перетрется, не сломается, самый надежный форм-фактор. Кнопки большие и удобные. Для людей в возрасте рекомендую очень. Куда удобнее обычных простых нокий и самсунгов.
 
Достоинства: Простота!
 
Недостатки: Не обнаружили.
"	1
1168	314	314	"
Тел. книга - 500 абонентов, только 2 номера и никаких эл. адресов и заметок! 
Поиск контактов на самом деле очень удобный! Это касается всех Филипсов мне известных. Почему народ не понял эту фишку Фили - мне не понятно)

При входящем/исходящем звонке на экран высвечивает название абонента из 21 символа, далее тупое многоточие, никакой бегущей строки нет! Спасибо и за 21! У большинства уже и 15 символов не выводит! (кто помнит старые Нокии с тремя этажами информации) 

Разговорный динамик - первый день не обычно, дальше как всегда привыкаешь и ничего не обычного. Вас слышат хорошо, вы тоже. 

Громкая связь - отлично! 

Отдельного меню - Заметки больше нет, только в календаре ограниченное число напоминаний с идиотским запрещением записи в прошедшем времени, программист явно ребёнком был) 

В кармане может сам разблокироваться, но до звонков не доходил)

Зимой в перчатках работать удобно, за что и остался у меня в пользовании. 
Всё таки неделю разговаривать и один раз заряжать - это кайф!)
 
Достоинства: Батарея! 
Возможность записи разговоров
Настройка вкл/выкл
 
Недостатки: Органайзер
"	1
3471	2617	2617	"
Металлическая окантовка а не корпус, камеру перехватили, задняя крышка очень тупая, по-любому поламается в скором времени, динамик рыпит как сумашедший, звук самый плохой что я слышал за жизнь.... Динамики моно, пищять только умеют, тихие, гарантия хоть и 12 месяцев но его можно прям сейчас сдавать обратно, не соответствует описанию (корпус) наушниками не укомплектованы, батареи на пол дня хватает, чесно, активно применялся где-то час.... И остаток простоя и батарея пустая....
 
Достоинства: Экран
 
Недостатки: Всё кроме экрана, динамик плохой , и даже прям до боли, отвратительный звук даже когда звонят с стандартыми мелодиями...... Не покупайте! Пожелеете!
"	0
6220	2012	2012	"
До сьогоднішнього дня був впевнений, що це крутий телефон. Почну спочатку. Я користуюсь Meizu m2 note понад пів року, і я ним Дуже задоволений. Яскравий екран, хороша камера, телефон літає, за цей час ніяких лагів не було. І от сьогодні купив дружині телефон, але вирішив взяти Meizu m3 note. Знав вже давно про цей телефон та чув лише позитивні відгуки від друзів.( та й просто читав купу відгуків про цей телефон, і з якою швидкістю його розбирають. ) І так, особливо я і не вдивлявся в нього, вибрав тільки колір та пам'ять на 32гб. Коли приніс його додому, то був дуже розчарований, бо екран і камера на моєму м2 просто затьмарили новий апарат, а по характеристикам навпаки. Короче я поїхав назад, перебрав всі мейзу м3 все те саме, навіть консультанти самі прифігіли, певно ніколи так не порівнювали. Я не рекомендую вам цей телефон, оскільки якість його погана.
 
Достоинства: Симпатичний дизайн, металевий корпус, для кого це плюс відбиток пальця, потужніший процесор та більший об'єм батареї.
 
Недостатки: Блідий екран, наче в ефект осінні відтінки, відповідно камера немає таких кольорів як би хотілось, тихий звук.
"	0
1239	385	385	"
Если учесть, что телефоны беру обычно дороже, выбором доволен.Качество связи прекрасное, дизайн тоже. Доступы к функциям и настройки просты, доступны и удобны, без лишних заморочек. Гарнитура подключается просто и надежно. Единственный недостаток - гарнитура в комплекте поставки плохая (наушники приобрели отдельно). А так рекомендую!
 
Достоинства: Простота использования, надежность, удобная зарядка, громкий звонок, функциональность, связь отличная, 2 сим-карты, комплект поставки включает все необходимое.
 
Недостатки: Гарнитура так себе.
"	1
746	709	709	"
Хороший дешевый, приятный телефнчик.
 
Достоинства: Дешевый легкий.
 
Недостатки: Нет
"	1
374	337	337	"
Великим плюсом був стакан для зарядки телефона. Дуже зручно як для людей похилого віку - не треба шукати якою стороною вставляти роз'єм USB.
 
Достоинства: Легкий, великі і зручні кнопочки. Просте меню та інструкція.
 
Недостатки: За таку ціну не знайшов.
"	1
1308	454	454	"
До этого пользовался Texet TM-511R 2 года, который экспроприировал отец. Специфика моей криворукости позволяет только противоударные телефоны, выбирал из разряда полегче. Телефон - отличный. На счет батареи - уже сутки играет музыка, пытаюсь посадить батарею что бы разогнать, индикатор 50% только. Я не знаю зачем нужна больше емкость.
 
Достоинства: Не большой, не маленький, легкий, форма очень гармонична, в руке/кармане лежит удобно, защищен.
 
Недостатки: Не обнаружены
"	1
2437	1583	1583	"
После 4 месяцев пользования хотелось бы отметить следующее:
1. В прошивку встроен вирус. При подключении к интернету он скачивает приложения которые жестко спамят рекламой или просто выводят незакрываемые окна. Эти окна могут ""вылазить"" прямо посреди звонка или использования других приложений. Судя по форумах - удалить вирус можно только с помощью рута но при этом теряется гарантия.
2. Ужасная работа датчика отключения дисплея при разговоре. Почти в каждом втором разговоре происходят казусы включения ухом или щекой кнопок громкой связи, отключения звука или вовсе прерывания звонка.
3. Ни один из 5 компьютеров к которым я подключал данный смартфон так его и не увидел хотя зарядка шла.
4. Через 4 месяца батарейка резко перестала держать заряд - 1 час и выключается.
 
Достоинства: Рифленая задняя крышка
 
Недостатки: Смотри комментарий
"	0
4430	222	222	"
замовляв телефон дружині. Спочатку все було добре, окрім того, що не могли знайти на нього чохла. Потім не проробивши і місяця, зламався динамік. В результаті, у сервісному центрі сказали, що не заповнена гарантія.
 
Недостатки: не проробив і місяць, полетів динамік
"	0
1240	386	386	"
Хороший телефон ! Есть диктофон, радио, фонарик, калькулятор и пр. Симпатичный дизайн. Радио без наушников меня очень устраивает - работает как маленький приемничек, лежа на столе. Звук очень хороший и громкий. Отлично держит зарядку. Пользуюсь два с половиной месяца. Качество связи отличное. Есть громкая связь. За такие деньги - это великолепный телефон. Покупала на время ремонта основного, теперь им пользуюсь, как основным. Экран яркий, шрифт на экране крупный и четкий. Зарядное устройство удобное. Я очень довольна этим телефоном. Оказывается дешево - это не значит плохо, а в данном случае наоборот. Отличное - по минимальной цене. Всем рекомендую.
"	1
